gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,NumPremiumServices,AutoPayment,PaperLessAuto,ServiceBundle,SpendToTenureRatio,ValueRetentionScore,SeniorWithDependents,PartnerNoDependents,HighValueNew,ContracEndingRisk,SpendvsPeer,PricePerService,ServiceUtilizationRate,RiskFactorCount,TenureGroup_SpendInteraction,ContractRiskScore,SpendIncreaseRecently,CustomerSegment,Churn
0,0.0,1,1,7.0,0,1,0,2,0,0,2,0,0,0,3,34.65,246.6,2.0,0.0,0.0,1,4.95,6.917251,0.0,0.0,0.0,0.0,0.82443875,17.325,0.33333334,2.0,2.4255,2.0,0.0,3,0
1,1.0,0,0,4.0,1,0,1,0,0,0,0,0,0,0,2,69.35,261.65,0.0,0.0,0.0,2,17.3375,3.719261,0.0,0.0,0.0,0.0,0.7579224,69.35,0.0,4.0,2.774,2.0,1.0,2,0
1,1.0,0,0,10.0,1,2,1,0,0,0,0,2,2,0,2,95.35,898.35,2.0,0.0,0.0,2,9.535,9.323819,0.0,0.0,0.0,0.0,1.042075,47.675,0.33333334,4.0,9.535,3.0,1.0,0,1
0,0.0,0,0,55.0,1,0,1,0,2,2,0,0,0,0,2,81.55,4509.5,2.0,0.0,0.0,2,1.4827273,54.6275,0.0,0.0,0.0,0.0,0.89125556,40.775,0.33333334,3.0,44.8525,3.0,0.0,3,0
1,0.0,1,1,72.0,1,0,0,0,2,2,0,2,2,2,0,75.4,5480.25,4.0,1.0,1.0,0,1.0472223,71.73102,0.0,0.0,0.0,0.0,1.1707003,18.85,0.6666667,1.0,54.288,1.0,0.0,3,0
0,0.0,1,0,10.0,1,0,0,0,0,2,0,2,2,0,1,67.8,653.15,3.0,1.0,1.0,0,6.78,9.49346,0.0,1.0,0.0,0.0,1.0526987,22.6,0.5,3.0,6.78,3.0,1.0,3,0
1,1.0,0,0,11.0,1,2,1,0,2,2,2,2,2,0,2,111.4,1183.05,5.0,0.0,0.0,2,10.127273,10.525356,0.0,0.0,0.0,0.0,1.2174846,22.28,0.8333333,4.0,12.254,3.0,1.0,0,0
0,0.0,1,1,15.0,1,0,0,0,0,0,0,0,0,0,2,46.3,639.45,0.0,0.0,0.0,0,3.0866666,13.519028,0.0,0.0,0.0,0.0,0.7188783,46.3,0.0,3.0,6.945,2.0,1.0,3,0
0,0.0,1,1,23.0,1,0,2,1,1,1,1,1,1,2,0,20.4,478.75,0.0,1.0,0.0,3,0.8869565,22.371496,0.0,0.0,0.0,0.0,0.9677789,20.4,0.0,1.0,4.692,0.0,0.0,3,0
1,0.0,0,1,1.0,1,0,2,1,1,1,1,1,1,0,3,20.05,20.05,0.0,0.0,0.0,3,20.05,0.9524941,0.0,0.0,0.0,0.0,0.9511749,20.05,0.0,3.0,0.2005,2.0,0.0,3,0
0,1.0,0,0,3.0,1,0,0,0,0,0,0,0,0,0,2,45.0,127.1,0.0,0.0,0.0,0,15.0,2.7630434,0.0,0.0,0.0,0.0,0.6986938,45.0,0.0,4.0,1.35,2.0,1.0,2,1
1,0.0,1,1,47.0,1,0,1,2,2,2,0,0,2,1,2,96.1,4391.45,4.0,0.0,0.0,2,2.0446808,45.226055,0.0,0.0,0.0,0.0,1.0502717,24.025,0.6666667,2.0,45.167,1.0,1.0,3,0
0,0.0,0,1,15.0,1,0,2,1,1,1,1,1,1,1,3,19.65,270.6,0.0,0.0,0.0,3,1.31,13.104116,0.0,0.0,0.0,0.0,0.9321988,19.65,0.0,1.0,2.9475,0.0,1.0,3,0
1,0.0,0,0,66.0,1,0,1,0,2,2,0,2,2,0,2,99.5,6710.5,4.0,0.0,0.0,2,1.5075758,66.77114,0.0,0.0,0.0,0.0,1.0874301,24.875,0.6666667,2.0,65.67,2.0,0.0,3,1
0,1.0,1,0,68.0,1,0,0,0,2,2,2,0,0,1,0,60.65,3975.9,3.0,1.0,1.0,0,0.89191175,64.491486,0.0,1.0,0.0,0.0,0.941684,20.216667,0.5,1.0,41.242,1.0,1.0,3,0
0,0.0,1,1,17.0,1,0,1,0,0,2,2,2,2,1,0,98.6,1704.95,4.0,1.0,0.0,2,5.8,17.117971,0.0,0.0,0.0,0.0,1.0775942,24.65,0.6666667,0.0,16.762,0.0,0.0,3,1
0,0.0,0,0,7.0,1,0,0,0,0,0,2,2,0,0,3,59.5,415.95,2.0,0.0,0.0,0,8.5,6.8752065,0.0,0.0,0.0,0.0,0.9238285,29.75,0.33333334,3.0,4.165,3.0,1.0,3,1
1,1.0,1,0,12.0,1,0,1,0,0,0,0,0,2,0,2,80.45,950.2,1.0,0.0,0.0,2,6.704167,11.666053,0.0,1.0,0.0,0.0,0.8792337,80.45,0.16666667,3.0,9.654,3.0,1.0,2,1
0,1.0,1,0,21.0,1,2,0,0,2,2,0,0,2,1,0,71.7,1497.05,3.0,1.0,0.0,0,3.4142857,20.59216,0.0,1.0,0.0,0.0,1.1132522,23.9,0.5,0.0,15.057,0.0,1.0,3,0
1,0.0,0,0,21.0,0,1,0,0,2,0,2,0,0,0,3,36.0,780.15,2.0,0.0,0.0,1,1.7142857,21.085135,0.0,0.0,0.0,0.0,0.85655975,18.0,0.33333334,2.0,7.56,3.0,0.0,3,0
0,0.0,1,1,56.0,1,2,0,2,0,0,0,2,0,1,0,65.2,3512.15,2.0,1.0,0.0,0,1.1642857,53.053627,0.0,0.0,0.0,0.0,1.0123297,32.6,0.33333334,0.0,36.512,0.0,1.0,3,0
0,0.0,1,1,6.0,1,2,0,0,0,0,0,0,0,0,1,48.95,273.25,0.0,1.0,1.0,0,8.158334,5.4704704,0.0,0.0,0.0,0.0,0.7600236,48.95,0.0,4.0,2.937,3.0,1.0,3,0
0,1.0,0,0,65.0,0,1,0,0,2,2,0,2,2,2,0,53.5,3517.9,4.0,1.0,1.0,1,0.8230769,64.54862,0.0,0.0,0.0,0.0,1.2729429,13.375,0.6666667,1.0,34.775,1.0,0.0,3,0
1,0.0,1,0,42.0,1,2,0,2,0,0,2,2,2,1,1,80.45,3375.9,4.0,1.0,0.0,0,1.9154762,41.447514,0.0,1.0,0.0,0.0,1.2491093,20.1125,0.6666667,0.0,33.789,0.0,1.0,3,0
0,0.0,1,1,68.0,1,2,1,2,0,2,2,2,2,2,0,109.05,7508.55,5.0,1.0,1.0,2,1.6036764,68.22853,0.0,0.0,0.0,0.0,1.1918015,21.81,0.8333333,1.0,74.154,1.0,0.0,3,0
1,0.0,1,1,48.0,1,2,2,1,1,1,1,1,1,2,0,26.3,1245.05,0.0,1.0,0.0,3,0.54791665,45.606228,0.0,0.0,0.0,0.0,1.2476758,26.3,0.0,1.0,12.624,0.0,1.0,1,0
0,1.0,0,0,50.0,1,2,1,0,2,0,2,2,2,1,2,106.8,5347.95,4.0,0.0,0.0,2,2.136,49.609924,0.0,0.0,0.0,0.0,1.1672114,26.7,0.6666667,2.0,53.4,1.0,0.0,3,0
0,1.0,0,0,7.0,1,0,0,0,2,2,0,2,0,0,2,64.95,493.65,3.0,0.0,0.0,0,9.278571,7.485216,0.0,0.0,0.0,0.0,1.0084481,21.65,0.5,4.0,4.5465,3.0,0.0,2,0
0,0.0,1,1,63.0,1,0,2,1,1,1,1,1,1,2,2,19.35,1263.85,0.0,0.0,0.0,3,0.30714285,62.10565,0.0,0.0,0.0,0.0,0.9179668,19.35,0.0,2.0,12.1905,0.0,0.0,1,0
1,0.0,0,0,17.0,1,0,2,1,1,1,1,1,1,0,1,21.1,385.55,0.0,1.0,0.0,3,1.2411765,17.445702,0.0,0.0,0.0,0.0,1.000987,21.1,0.0,2.0,3.587,2.0,0.0,3,0
0,0.0,1,1,42.0,1,0,1,0,0,0,0,2,0,0,1,77.95,3384.0,1.0,1.0,1.0,2,1.8559524,42.86257,0.0,0.0,0.0,0.0,0.85191137,77.95,0.16666667,2.0,32.739,3.0,0.0,1,1
1,0.0,1,1,4.0,1,0,2,1,1,1,1,1,1,0,3,18.85,84.2,0.0,0.0,0.0,3,4.7125,4.2418137,0.0,0.0,0.0,0.0,0.8942467,18.85,0.0,3.0,0.754,2.0,0.0,3,0
0,0.0,0,1,62.0,1,2,2,1,1,1,1,1,1,2,0,26.0,1638.7,0.0,1.0,0.0,3,0.41935483,60.692593,0.0,0.0,0.0,0.0,1.2334437,26.0,0.0,1.0,16.12,0.0,0.0,1,0
1,1.0,0,0,2.0,1,0,1,0,2,0,0,0,0,0,2,74.7,165.4,1.0,0.0,0.0,2,37.35,2.1849406,0.0,0.0,0.0,0.0,0.8163923,74.7,0.16666667,4.0,1.494,3.0,0.0,0,1
0,0.0,1,0,2.0,1,0,1,0,0,0,0,0,0,0,2,70.35,120.25,0.0,0.0,0.0,2,35.175,1.6853539,0.0,1.0,0.0,0.0,0.7688514,70.35,0.0,5.0,1.407,3.0,1.0,0,0
1,0.0,1,0,48.0,1,2,1,2,2,2,0,2,0,2,0,96.9,4473.45,4.0,1.0,1.0,2,2.01875,45.694077,0.0,1.0,0.0,0.0,1.0590149,24.225,0.6666667,1.0,46.512,1.0,1.0,3,0
1,0.0,1,0,27.0,1,0,2,1,1,1,1,1,1,2,0,19.55,520.55,0.0,1.0,0.0,3,0.72407407,25.3309,0.0,1.0,0.0,0.0,0.9274548,19.55,0.0,1.0,5.2785,0.0,1.0,1,0
0,0.0,1,1,70.0,1,0,0,0,2,2,2,2,2,2,0,80.4,5717.85,5.0,1.0,1.0,0,1.1485714,70.24386,0.0,0.0,0.0,0.0,1.248333,16.08,0.8333333,1.0,56.28,1.0,0.0,3,0
1,1.0,0,0,1.0,1,2,1,0,0,2,0,2,0,0,2,88.8,88.8,2.0,0.0,0.0,2,88.8,0.9888641,0.0,0.0,0.0,0.0,0.97049046,44.4,0.33333334,4.0,0.888,3.0,0.0,0,1
1,0.0,1,0,46.0,1,2,1,0,2,2,0,2,0,1,2,94.65,4312.5,3.0,0.0,0.0,2,2.0576086,45.08625,0.0,1.0,0.0,0.0,1.0344248,31.55,0.5,2.0,43.539,1.0,1.0,3,0
1,0.0,0,0,30.0,1,0,1,0,0,0,0,2,2,0,2,90.25,2755.35,2.0,0.0,0.0,2,3.0083334,30.195616,0.0,0.0,0.0,0.0,0.9863374,45.125,0.33333334,3.0,27.075,3.0,0.0,3,1
0,0.0,0,0,15.0,1,2,0,2,0,0,0,0,2,0,0,64.65,994.55,2.0,1.0,1.0,0,4.31,15.149277,0.0,0.0,0.0,0.0,1.0037901,32.325,0.33333334,2.0,9.6975,3.0,0.0,3,1
1,0.0,1,1,69.0,1,2,1,0,2,2,0,2,0,1,1,95.75,6511.25,3.0,1.0,0.0,2,1.3876811,67.29974,0.0,0.0,0.0,0.0,1.0464466,31.916666,0.5,0.0,66.0675,0.0,1.0,3,0
1,0.0,0,0,65.0,1,0,2,1,1,1,1,1,1,2,1,19.55,1218.65,0.0,1.0,1.0,3,0.30076924,59.301704,0.0,0.0,0.0,0.0,0.9274548,19.55,0.0,2.0,12.7075,1.0,1.0,1,0
1,1.0,1,1,72.0,1,0,1,2,0,2,2,2,2,2,1,104.1,7447.7,5.0,1.0,1.0,2,1.4458333,70.86299,1.0,0.0,0.0,0.0,1.1377033,20.82,0.8333333,1.0,74.952,1.0,1.0,3,0
1,1.0,1,0,13.0,1,0,1,0,2,0,2,0,2,0,0,89.05,1169.35,3.0,1.0,1.0,2,6.85,12.985563,0.0,1.0,0.0,0.0,0.9732227,29.683332,0.5,2.0,11.5765,3.0,0.0,2,1
1,0.0,0,0,17.0,1,0,2,1,1,1,1,1,1,1,3,20.1,279.5,0.0,0.0,0.0,3,1.1823529,13.246446,0.0,0.0,0.0,0.0,0.9535469,20.1,0.0,2.0,3.417,1.0,1.0,3,0
1,0.0,1,0,51.0,1,2,1,2,0,2,2,2,2,1,2,111.55,5720.35,5.0,0.0,0.0,2,2.187255,50.824966,0.0,1.0,0.0,0.0,1.219124,22.31,0.8333333,2.0,56.8905,1.0,0.0,3,0
1,0.0,1,1,51.0,1,0,0,2,2,0,2,0,0,2,1,60.5,3121.45,3.0,1.0,0.0,0,1.1862745,50.755283,0.0,0.0,0.0,0.0,0.939355,20.166666,0.5,0.0,30.855,0.0,0.0,3,0
0,0.0,1,0,72.0,1,2,0,2,2,2,2,2,2,2,0,90.95,6468.6,6.0,1.0,1.0,0,1.2631944,70.349106,0.0,1.0,0.0,0.0,1.4121379,15.158334,1.0,1.0,65.484,1.0,1.0,3,0
1,0.0,1,1,67.0,1,2,1,0,2,2,0,0,0,1,2,87.4,5918.8,2.0,0.0,0.0,2,1.3044776,66.95475,0.0,0.0,0.0,0.0,0.9551899,43.7,0.33333334,1.0,58.558,0.0,0.0,3,1
1,0.0,0,0,34.0,1,0,2,1,1,1,1,1,1,0,3,19.7,675.6,0.0,0.0,0.0,3,0.57941175,32.63768,0.0,0.0,0.0,0.0,0.93457085,19.7,0.0,2.0,6.698,2.0,0.0,1,0
1,0.0,1,0,67.0,0,1,0,2,2,0,2,0,2,2,0,50.95,3521.7,4.0,1.0,1.0,1,0.76044774,67.790184,0.0,1.0,0.0,0.0,1.2122699,12.7375,0.6666667,1.0,34.1365,1.0,0.0,3,0
0,0.0,1,0,49.0,1,0,2,1,1,1,1,1,1,1,0,20.05,923.1,0.0,1.0,1.0,3,0.40918368,43.85273,0.0,1.0,0.0,0.0,0.9511749,20.05,0.0,2.0,9.8245,1.0,1.0,1,0
1,0.0,1,1,53.0,1,0,2,1,1,1,1,1,1,2,3,19.4,1110.35,0.0,0.0,0.0,3,0.36603773,54.42892,0.0,0.0,0.0,0.0,0.9203388,19.4,0.0,2.0,10.282,1.0,0.0,1,0
1,0.0,0,0,27.0,1,2,0,0,0,2,2,0,0,0,2,59.45,1611.65,2.0,0.0,0.0,0,2.2018518,26.660877,0.0,0.0,0.0,0.0,0.9230522,29.725,0.33333334,2.0,16.0515,2.0,0.0,3,0
0,1.0,0,0,23.0,1,0,1,0,2,0,0,2,2,0,2,94.75,2293.6,3.0,0.0,0.0,2,4.119565,23.954046,0.0,0.0,0.0,0.0,1.0355177,31.583334,0.5,3.0,21.7925,3.0,0.0,2,1
1,0.0,0,0,69.0,1,2,0,2,2,2,2,0,2,2,1,81.5,5553.25,5.0,1.0,1.0,0,1.1811594,67.31212,0.0,0.0,0.0,0.0,1.2654121,16.3,0.8333333,1.0,56.235,1.0,1.0,3,0
0,0.0,1,1,2.0,0,1,0,0,0,0,2,0,0,0,0,29.05,44.75,1.0,1.0,0.0,1,14.525,1.4891847,0.0,0.0,0.0,0.0,0.69119614,29.05,0.16666667,2.0,0.581,2.0,1.0,3,0
0,0.0,0,0,35.0,1,2,1,0,0,0,0,2,0,0,2,86.45,3029.1,1.0,0.0,0.0,2,2.47,34.63808,0.0,0.0,0.0,0.0,0.9448074,86.45,0.16666667,3.0,30.2575,3.0,0.0,1,1
0,0.0,1,0,46.0,1,0,0,2,2,0,2,0,2,1,3,70.6,3231.05,4.0,0.0,0.0,0,1.5347826,45.126396,0.0,1.0,0.0,0.0,1.0961729,17.65,0.6666667,0.0,32.476,0.0,1.0,3,0
0,0.0,0,0,54.0,1,2,1,0,2,0,0,2,2,2,0,97.2,5129.45,3.0,1.0,1.0,2,1.8,52.234726,0.0,0.0,0.0,0.0,1.0622935,32.4,0.5,1.0,52.488,1.0,1.0,3,0
0,0.0,1,0,56.0,1,2,1,0,2,0,0,2,2,1,2,98.25,5508.35,3.0,0.0,0.0,2,1.7544643,55.49975,0.0,1.0,0.0,0.0,1.073769,32.75,0.5,2.0,55.02,1.0,0.0,3,1
0,0.0,1,0,9.0,1,0,1,0,0,2,0,0,0,0,0,75.75,655.9,1.0,1.0,1.0,2,8.416667,8.545928,0.0,1.0,0.0,0.0,0.8278677,75.75,0.16666667,3.0,6.8175,3.0,1.0,0,1
1,0.0,0,0,20.0,1,2,0,2,0,0,2,0,0,0,0,59.2,1191.2,2.0,1.0,0.0,0,2.96,19.787374,0.0,0.0,0.0,0.0,0.91917056,29.6,0.33333334,1.0,11.84,2.0,0.0,3,0
1,0.0,0,0,11.0,1,0,1,0,2,0,0,0,0,0,3,75.9,866.4,1.0,0.0,0.0,2,6.9,11.26658,0.0,0.0,0.0,0.0,0.82950705,75.9,0.16666667,3.0,8.349,3.0,0.0,0,0
0,1.0,1,0,30.0,1,2,1,0,2,0,0,2,0,0,2,90.05,2627.2,2.0,0.0,0.0,2,3.0016668,28.854475,0.0,1.0,0.0,0.0,0.9841516,45.025,0.33333334,3.0,27.015,3.0,1.0,2,0
1,0.0,1,0,68.0,1,0,0,2,2,2,0,0,2,2,0,70.95,4741.45,4.0,1.0,0.0,0,1.0433824,65.89924,0.0,1.0,0.0,0.0,1.1016072,17.7375,0.6666667,0.0,48.246,0.0,1.0,3,0
1,1.0,1,0,38.0,1,2,1,0,2,2,0,2,2,0,2,102.6,4009.2,4.0,0.0,0.0,2,2.7,38.69884,0.0,1.0,0.0,0.0,1.1213099,25.65,0.6666667,3.0,38.988,3.0,0.0,2,0
0,1.0,1,0,17.0,1,2,1,2,0,2,0,0,0,0,0,85.35,1463.45,2.0,1.0,1.0,2,5.0205884,16.947887,0.0,1.0,0.0,0.0,0.9327856,42.675,0.33333334,2.0,14.5095,3.0,0.0,2,1
1,0.0,0,0,48.0,1,2,1,0,2,2,0,2,2,1,1,106.1,5082.8,4.0,1.0,1.0,2,2.2104166,47.45845,0.0,0.0,0.0,0.0,1.1595612,26.525,0.6666667,1.0,50.928,1.0,1.0,3,1
0,0.0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,2,43.8,43.8,0.0,0.0,0.0,0,43.8,0.9776786,0.0,0.0,0.0,0.0,0.680062,43.8,0.0,4.0,0.438,2.0,0.0,3,0
1,0.0,1,1,63.0,0,1,0,2,2,2,0,2,2,2,2,59.0,3707.6,5.0,0.0,0.0,1,0.93650794,61.793335,0.0,0.0,0.0,0.0,1.4038062,11.8,0.8333333,1.0,37.17,0.0,1.0,3,0
0,0.0,0,0,3.0,1,0,0,0,0,2,0,2,2,1,2,69.95,220.45,3.0,0.0,0.0,0,23.316668,3.1071177,0.0,0.0,0.0,0.0,1.0860807,23.316668,0.5,3.0,2.0985,1.0,0.0,3,0
0,0.0,0,0,48.0,1,2,2,1,1,1,1,1,1,1,0,24.35,1133.7,0.0,1.0,0.0,3,0.5072917,44.721893,0.0,0.0,0.0,0.0,1.1551675,24.35,0.0,1.0,11.688,0.0,1.0,1,0
1,0.0,0,0,66.0,0,1,0,0,0,0,2,0,0,1,1,29.45,1983.15,1.0,1.0,0.0,1,0.4462121,65.12808,0.0,0.0,0.0,0.0,0.70071346,29.45,0.16666667,0.0,19.437,0.0,0.0,1,0
0,0.0,1,1,68.0,1,2,1,0,2,2,0,0,0,2,1,84.4,5746.75,2.0,1.0,1.0,2,1.2411765,67.29215,0.0,0.0,0.0,0.0,0.9224031,42.2,0.33333334,1.0,57.392,1.0,0.0,3,0
1,1.0,0,0,17.0,1,0,0,0,0,0,0,0,0,0,2,45.05,770.6,0.0,0.0,0.0,0,2.65,16.733984,0.0,0.0,0.0,0.0,0.69947016,45.05,0.0,4.0,7.6585,3.0,0.0,2,1
0,0.0,1,1,7.0,1,0,2,1,1,1,1,1,1,1,3,20.65,134.05,0.0,0.0,0.0,3,2.95,6.1916857,0.0,0.0,0.0,0.0,0.979639,20.65,0.0,2.0,1.4455,0.0,1.0,3,0
1,0.0,1,0,72.0,1,2,0,2,2,2,2,2,2,2,0,87.1,6230.1,6.0,1.0,1.0,0,1.2097223,70.71623,0.0,1.0,0.0,0.0,1.3523607,14.516666,1.0,1.0,62.712,1.0,1.0,3,0
0,0.0,1,0,29.0,1,0,2,1,1,1,1,1,1,0,3,19.85,573.05,0.0,0.0,0.0,3,0.68448275,27.484413,0.0,1.0,0.0,0.0,0.94168687,19.85,0.0,2.0,5.7565,2.0,1.0,1,0
1,0.0,1,0,37.0,1,0,1,0,0,2,2,0,2,0,2,90.35,3419.3,3.0,0.0,0.0,2,2.441892,37.43076,0.0,1.0,0.0,0.0,0.9874303,30.116667,0.5,3.0,33.4295,3.0,0.0,3,0
0,0.0,0,0,34.0,1,2,1,2,2,2,0,2,2,0,3,109.8,3587.25,5.0,0.0,0.0,2,3.2294118,32.375904,0.0,0.0,0.0,0.0,1.1999983,21.96,0.8333333,2.0,37.332,3.0,1.0,3,1
0,1.0,0,0,42.0,1,2,1,0,0,0,0,2,0,0,2,84.65,3541.35,1.0,0.0,0.0,2,2.0154762,41.34676,0.0,0.0,0.0,0.0,0.9251353,84.65,0.16666667,3.0,35.553,3.0,1.0,1,1
0,0.0,1,1,59.0,1,2,0,2,2,0,2,0,0,1,3,65.5,3801.3,3.0,0.0,0.0,0,1.1101695,57.162407,0.0,0.0,0.0,0.0,1.0169877,21.833334,0.5,0.0,38.645,0.0,1.0,3,0
1,0.0,1,1,11.0,1,0,1,0,0,0,0,2,0,0,0,79.5,868.5,1.0,1.0,1.0,2,7.2272725,10.78882,0.0,0.0,0.0,0.0,0.86885124,79.5,0.16666667,3.0,8.745,3.0,1.0,0,1
1,1.0,1,1,60.0,1,2,1,2,0,0,0,0,0,0,2,80.95,4859.1,1.0,0.0,0.0,2,1.3491666,59.293472,1.0,0.0,0.0,0.0,0.8846982,80.95,0.16666667,3.0,48.57,3.0,0.0,1,0
0,0.0,0,0,27.0,1,0,0,0,2,0,2,0,0,0,3,56.15,1439.35,2.0,0.0,0.0,0,2.0796297,25.185476,0.0,0.0,0.0,0.0,0.8718146,28.075,0.33333334,2.0,15.1605,3.0,1.0,3,0
0,0.0,0,0,1.0,1,2,1,0,0,0,0,0,2,0,3,85.8,85.8,1.0,0.0,0.0,2,85.8,0.98847926,0.0,0.0,0.0,0.0,0.9377036,85.8,0.16666667,2.0,0.858,2.0,0.0,0,1
1,1.0,0,0,1.0,1,0,1,0,0,0,0,2,0,0,2,79.1,79.1,1.0,0.0,0.0,2,79.1,0.9875156,0.0,0.0,0.0,0.0,0.86447966,79.1,0.16666667,4.0,0.791,3.0,0.0,0,1
1,0.0,1,0,17.0,0,1,0,2,0,2,0,0,0,0,3,34.4,592.75,2.0,0.0,0.0,1,2.0235295,16.74435,0.0,1.0,0.0,0.0,0.8184904,17.2,0.33333334,1.0,5.848,2.0,0.0,3,0
1,0.0,1,0,58.0,1,0,2,1,1,1,1,1,1,2,3,20.75,1185.95,0.0,0.0,0.0,3,0.3577586,54.526436,0.0,1.0,0.0,0.0,0.984383,20.75,0.0,1.0,12.035,0.0,1.0,1,0
1,0.0,1,1,1.0,1,0,2,1,1,1,1,1,1,1,3,18.8,18.8,0.0,0.0,0.0,3,18.8,0.94949496,0.0,0.0,0.0,0.0,0.89187473,18.8,0.0,2.0,0.188,0.0,0.0,3,0
0,0.0,1,1,3.0,1,0,0,0,0,0,0,0,0,0,3,44.3,134.5,0.0,0.0,0.0,0,14.766666,2.969095,0.0,0.0,0.0,0.0,0.68782526,44.3,0.0,3.0,1.329,2.0,0.0,3,1
0,0.0,0,0,53.0,1,2,1,2,2,2,0,0,0,0,2,90.8,4921.2,3.0,0.0,0.0,2,1.7132076,53.60784,0.0,0.0,0.0,0.0,0.9923483,30.266666,0.5,2.0,48.124,2.0,0.0,3,0
1,0.0,0,0,35.0,1,2,2,1,1,1,1,1,1,0,2,25.6,901.25,0.0,0.0,0.0,3,0.73142856,33.88158,0.0,0.0,0.0,0.0,1.2144676,25.6,0.0,4.0,8.96,3.0,0.0,1,0
1,0.0,1,1,50.0,1,2,1,2,0,2,0,2,2,0,1,105.95,5341.8,4.0,1.0,0.0,2,2.119,49.946705,0.0,0.0,0.0,0.0,1.1579219,26.4875,0.6666667,1.0,52.975,2.0,0.0,3,1
1,0.0,1,1,68.0,1,2,0,0,2,0,2,0,2,2,1,70.8,4859.95,3.0,1.0,0.0,0,1.0411764,67.687325,0.0,0.0,0.0,0.0,1.0992782,23.6,0.5,0.0,48.144,0.0,0.0,3,0
1,0.0,1,0,47.0,1,2,2,1,1,1,1,1,1,0,2,25.4,1139.2,0.0,0.0,0.0,3,0.54042554,43.151516,0.0,1.0,0.0,0.0,1.2049797,25.4,0.0,3.0,11.938,2.0,1.0,1,0
0,1.0,1,0,65.0,1,2,1,0,2,2,0,2,2,0,0,108.8,7082.45,4.0,1.0,1.0,2,1.6738461,64.50319,0.0,1.0,0.0,0.0,1.1890694,27.2,0.6666667,2.0,70.72,3.0,0.0,2,0
1,0.0,0,0,5.0,1,0,1,0,0,0,0,0,0,0,2,69.75,324.6,0.0,0.0,0.0,2,13.95,4.587986,0.0,0.0,0.0,0.0,0.762294,69.75,0.0,5.0,3.4875,3.0,1.0,3,1
1,0.0,1,0,51.0,1,2,1,0,0,0,0,2,2,0,2,94.65,4812.75,2.0,0.0,0.0,2,1.8558824,50.316257,0.0,1.0,0.0,0.0,1.0344248,47.325,0.33333334,3.0,48.2715,3.0,1.0,3,1
0,0.0,0,0,46.0,1,2,1,0,0,0,0,2,2,0,0,96.05,4399.5,2.0,1.0,0.0,2,2.0880435,45.332302,0.0,0.0,0.0,0.0,1.0497253,48.025,0.33333334,1.0,44.183,2.0,1.0,3,1
0,0.0,0,0,9.0,1,2,1,0,0,0,0,0,0,0,2,76.85,663.55,0.0,0.0,0.0,2,8.538889,8.523442,0.0,0.0,0.0,0.0,0.8398895,76.85,0.0,5.0,6.9165,3.0,1.0,0,0
0,0.0,0,0,8.0,1,0,2,1,1,1,1,1,1,2,3,20.25,174.65,0.0,0.0,0.0,3,2.53125,8.218823,0.0,0.0,0.0,0.0,0.9606629,20.25,0.0,2.0,1.62,0.0,0.0,3,0
1,0.0,0,0,14.0,1,2,2,1,1,1,1,1,1,1,1,24.8,321.7,0.0,1.0,1.0,3,1.7714286,12.468992,0.0,0.0,0.0,0.0,1.1765156,24.8,0.0,2.0,3.472,1.0,1.0,3,0
0,0.0,0,0,45.0,1,2,1,2,2,2,2,2,2,0,2,115.65,5125.5,6.0,0.0,0.0,2,2.57,43.939133,0.0,0.0,0.0,0.0,1.2639326,19.275,1.0,3.0,52.0425,3.0,1.0,3,0
0,0.0,0,0,8.0,1,2,1,0,0,0,0,0,0,0,1,74.6,548.9,0.0,1.0,1.0,2,9.325,7.260582,0.0,0.0,0.0,0.0,0.8152994,74.6,0.0,4.0,5.968,3.0,1.0,0,0
1,1.0,0,1,1.0,1,0,0,0,0,2,0,0,0,0,3,50.15,50.15,1.0,0.0,0.0,0,50.15,0.9804497,1.0,0.0,0.0,0.0,0.77865547,50.15,0.16666667,3.0,0.5015,3.0,0.0,2,1
1,0.0,1,1,66.0,1,0,1,2,2,2,0,2,2,1,0,103.15,7031.3,5.0,1.0,1.0,2,1.5628788,67.511284,0.0,0.0,0.0,0.0,1.1273208,20.63,0.8333333,1.0,68.079,1.0,0.0,3,0
1,0.0,1,1,72.0,1,2,0,2,2,2,2,0,0,2,1,72.1,5016.65,4.0,1.0,0.0,0,1.0013889,68.62722,0.0,0.0,0.0,0.0,1.1194627,18.025,0.6666667,0.0,51.912,0.0,1.0,3,0
0,0.0,1,0,41.0,1,2,1,2,2,2,2,2,2,0,0,113.6,4594.95,6.0,1.0,1.0,2,2.7707317,40.09555,0.0,1.0,0.0,0.0,1.2415283,18.933332,1.0,2.0,46.576,3.0,1.0,3,1
0,0.0,1,1,23.0,1,2,2,1,1,1,1,1,1,2,3,25.1,611.45,0.0,0.0,0.0,3,1.0913043,23.427202,0.0,0.0,0.0,0.0,1.1907476,25.1,0.0,1.0,5.773,0.0,0.0,3,0
